Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Daily_Range,Vol_Change_%,Target_Close_T+1
1981-05-05,0.0963440239429473,0.0967721837781926,0.0963440239429473,0.0967721837781926,17539200.0,0.09478108920156952,0.08933872327208515,0.09596139114475696,0.09353040274326138,0.002430988401495582,0.00259099886754737,55.07220830206337,0.09478108920156952,0.10256716414303191,0.08699501426010714,0.0004281598352453009,21.395348837209305,0.0937750115990638
1981-05-06,0.0937750115990638,0.0942031771427595,0.0937750115990638,0.0942031771427595,18950400.0,0.09505943655967711,0.0895870757102966,0.09562502506080417,0.09354852191776526,0.0020765031430389075,0.002488099722645678,68.33433676588466,0.09505943655967711,0.10222980051978528,0.08788907259956893,0.0004281655436956938,8.045977011494255,0.0950595438480377
1981-05-07,0.0950595438480377,0.0954877152434443,0.0950595438480377,0.0950595438480377,9363200.0,0.09518788978457447,0.08975835964083669,0.09553802795114778,0.09366044946815581,0.0018775784829919706,0.0023659954747149367,66.07254162925025,0.09518788978457447,0.1022557938291243,0.08811998574002465,0.00042817139540658744,-50.591016548463365,0.0959158539772033
1981-05-08,0.0959158539772033,0.0963440252523284,0.0959158539772033,0.0959158539772033,7907200.0,0.09527352377772327,0.08992107942700382,0.09559615503207941,0.09382751646882599,0.001768638563253419,0.0022465240924226335,48.93618202881235,0.09527352377772327,0.1023326891423993,0.08821435841304724,0.00042817127512509434,-15.550239234449759,0.0937750115990638
1981-05-11,0.0937750115990638,0.0942031771427595,0.0937750115990638,0.0942031771427595,11939200.0,0.09518788941204545,0.08998102292418475,0.09531597911930778,0.09382362721921399,0.001492351900093794,0.0020956896539568656,38.46150070764516,0.09518788941204545,0.10227760215490456,0.08809817666918635,0.0004281655436956938,50.99150141643059,0.0937750115990638
1981-05-12,0.0937750115990638,0.0950595139471811,0.0937750115990638,0.0937750115990638,4256000.0,0.0951022550463676,0.09003240317106241,0.0950789071931164,0.09382002606216583,0.0012588811309505732,0.0019283279493556072,26.470621351531506,0.0951022550463676,0.10221804623695667,0.08798646385577853,0.0012845023481172918,-64.35272045028142,0.0933468341827392
1981-05-13,0.0933468341827392,0.094631342163182,0.0933468341827392,0.0937750054152301,4905600.0,0.09499521180987354,0.09010091051459307,0.09481243442228915,0.09378497481183794,0.0010274596104512118,0.0017481542815747282,25.71431412420398,0.09499521180987354,0.10215088781410309,0.08783953580564399,0.0012845079804428006,15.263157894736846,0.0920623391866684
1981-05-14,0.0920623391866684,0.0929186760022189,0.0920623391866684,0.0929186760022189,4928000.0,0.09505943693220612,0.0901608701050281,0.09438934284757826,0.09365737217293649,0.0007319706746417715,0.001544917560188137,36.84217515680462,0.09505943693220612,0.10207746728469978,0.08804140657971245,0.0008563368155505013,0.45662100456620447,0.0942031741142273
1981-05-15,0.0942031741142273,0.0954876821380791,0.0942031741142273,0.0942031741142273,4905600.0,0.09548764266073699,0.09027220860123629,0.0943607015039858,0.09369780194636544,0.0006628995576203611,0.001368513959674582,47.36849817654939,0.09548764266073699,0.10096050461936468,0.0900147807021093,0.0012845080238517992,-0.4545454545454519,0.0959158539772033
1981-05-18,0.0959158539772033,0.0967721850933926,0.0959158539772033,0.0959158539772033,4166400.0,0.09587303213775154,0.09043492838740344,0.09459995573063465,0.09386210209679788,0.0007378536338367714,0.00124238189450702,46.153791239337494,0.09587303213775154,0.10014025459001724,0.09160580968548585,0.0008563311161892961,-15.068493150684937,0.0942031741142273
1981-05-19,0.0942031741142273,0.0946313453611879,0.0942031741142273,0.0946313453611879,25424000.0,0.09587303213775154,0.09070040836930271,0.09453891240503352,0.09388736669068154,0.0006515457143519837,0.0011242146584760128,50.0,0.09587303213775154,0.10014025459001724,0.09160580968548585,0.0004281712469606097,510.2150537634409,0.097200371325016
1981-05-20,0.097200371325016,0.098056714007034,0.097200371325016,0.097200371325016,13283200.0,0.09585162438452241,0.09110291779041287,0.09494836762349236,0.09413277444137297,0.0008155931821193924,0.0010624903632046887,61.819380581201095,0.09585162438452241,0.10008593396804143,0.0916173148010034,0.0008563426820180076,-47.75330396475771,0.1027673110365867
1981-05-21,0.1027673110365867,0.1031954822963442,0.1027673110365867,0.1027673110365867,32211200.0,0.09598011448979374,0.09167670965194699,0.09615128199473766,0.09477236974472213,0.001378912250015532,0.0011257747405668574,69.23165676394494,0.09598011448979374,0.10087424328312022,0.09108598569646725,0.00042817125975749826,142.49578414839797,0.1074771508574485
1981-05-22,0.1074771508574485,0.1083334932994039,0.1074771508574485,0.1074771508574485,31427200.0,0.0963869128376245,0.0922847546637058,0.09789372335823164,0.09571346464196112,0.0021802587162705195,0.0013366715357075898,69.23154556364602,0.0963869128376245,0.1033658242110984,0.08940800146415061,0.0008563424419553989,-2.4339360222531248,0.1070489659905433
1981-05-26,0.1070489659905433,0.1074771256771502,0.1070489659905433,0.1074771256771502,85344000.0,0.0968151200562715,0.09290136277675626,0.09930222222474114,0.09655313140852276,0.0027490908162183803,0.001619155391809748,80.82231551818981,0.0968151200562715,0.10523765432357887,0.08839258578896414,0.0004281596866069076,171.56094084105487,0.1130433082580566
1981-05-27,0.1130433082580566,0.1134714793496098,0.1130433082580566,0.1130433082580566,149497600.0,0.09762867726385589,0.0935778987407684,0.10141623546063583,0.09777462598996971,0.003641609470666121,0.0020236462075810227,80.00041761500103,0.09762867726385589,0.10874599790894811,0.08651135661876368,0.00042817109155320054,75.17060367454069,0.1130433082580566
1981-05-28,0.1130433082580566,0.1134714793496098,0.1130433082580566,0.1130433082580566,73987200.0,0.09850645773112769,0.09417736411094663,0.10320501589100826,0.09890563949130948,0.004299376399698782,0.0024787922460045744,79.71064125108566,0.09850645773112769,0.11152217678205312,0.08549073868020227,0.00042817109155320054,-50.509439616421936,0.113471545279026
1981-05-29,0.113471545279026,0.1139004827015468,0.113471545279026,0.113471545279026,59382400.0,0.09932001642882819,0.09468263372778889,0.1047844819507033,0.09998459547558478,0.004799886475118531,0.0029430110918273657,85.93784750071411,0.09932001642882819,0.11392861450979919,0.0847114183478572,0.00042893742252080036,-19.7396306388132,0.113471545279026
1981-06-01,0.113471545279026,0.1139004827015468,0.113471545279026,0.113471545279026,51251200.0,0.10013357512652869,0.09520502954721448,0.10612095323198373,0.1009836287943582,0.005137324437625532,0.003381873760986999,71.429213862999,0.10013357512652869,0.1160030308816226,0.08426411937143478,0.00042893742252080036,-13.692946058091282,0.1079053506255149
1981-06-02,0.1079053506255149,0.1083335219597682,0.1079053506255149,0.1083335219597682,40432000.0,0.100690234452486,0.09559897527098653,0.10639547590791161,0.10149634892999942,0.004899126977912185,0.0036853244043720365,72.36906785161776,0.100690234452486,0.11684176846195482,0.08453870044301717,0.0004281713342532967,-21.110139860139864,0.1079053506255149
1981-06-03,0.1079053506255149,0.1087616818599591,0.1079053506255149,0.1079053506255149,39446400.0,0.10126830078661438,0.09592439860105512,0.10662776432600443,0.1019710897963339,0.004656674529670529,0.003879594429431735,76.92355054972607,0.10126830078661438,0.11759153178414741,0.08494506978908134,0.000856331234444202,-2.437673130193907,0.110046163201332
1981-06-04,0.110046163201332,0.1104743229744463,0.110046163201332,0.110046163201332,56067200.0,0.10208185836672778,0.09630120187997815,0.1071536718452856,0.10256924338188932,0.004584428463396281,0.004020561236224645,71.42924291873287,0.10208185836672778,0.11845443717813434,0.08570927955532123,0.0004281597731143061,42.1351504826803,0.1083335131406784
