Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Daily_Range,Vol_Change_%,Target_Close_T+1
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,
1981-02-24,0.08135738968849182,0.08221372681598792,0.08135738968849182,0.08221372681598792,16979200,0.09343232810497284,0.10173073202371598,0.08898693144224737,0.09446467562365904,-0.00547774418141167,-0.004450416658538738,31.32534414286289,0.09343232810497284,0.10819401439717519,0.0786706418127705,0.0008563371274960957,20.317460317460313,0.08649534732103348
1981-02-25,0.08649534732103348,0.08692351270384968,0.08649534732103348,0.08649534732103348,19488000,0.09227619394659996,0.10149094253778458,0.08860361080821447,0.09387435500864974,-0.005270744200435273,-0.004614482166918045,34.48251241256206,0.09227619394659996,0.10520899095189183,0.07934339694130808,0.00042816538281620353,14.775725593667556,0.08777986466884613
1981-02-26,0.08777986466884613,0.08820803584420989,0.08777986466884613,0.08777986466884613,10841600,0.09135555289685726,0.10137960314750671,0.08847688063292702,0.0934229112797754,-0.004946030646848371,-0.00468079186290411,36.66633155336614,0.09135555289685726,0.10263262342647951,0.08007848236723501,0.00042817117536375626,-44.367816091954026,0.09077783674001694
1981-02-27,0.09077783674001694,0.09163417360872608,0.09077783674001694,0.09077783674001694,14761600,0.090777488052845,0.10146525293588639,0.08883087388017163,0.09322697983238587,-0.004396105952214235,-0.0046238546807661355,40.62572612483421,0.090777488052845,0.10079935939706555,0.08075561670862444,0.0008563368687091455,36.15702479338842,0.09120599925518036
1981-03-02,0.09120599925518036,0.09163416478981276,0.09120599925518036,0.09120599925518036,11760000,0.09049917981028557,0.10151664793491363,0.08919627778401913,0.09307727756740768,-0.0038809997833885446,-0.004475283701290618,47.059072783695925,0.09049917981028557,0.10012128616899302,0.08087707345157813,0.00042816553463240203,-20.333839150227618,0.08992146700620651
1981-03-03,0.08992146700620651,0.09034963814258554,0.08992146700620651,0.09034963814258554,16172800,0.09043495319783687,0.10149095728993415,0.08930784535666333,0.09284351382213352,-0.003535668465470182,-0.00428736065412653,45.454879787059674,0.09043495319783687,0.10005434237199093,0.08081556402368281,0.00042817113637902415,37.52380952380952,0.08906435966491699
1981-03-04,0.08906435966491699,0.08949252506165488,0.08906435966491699,0.08949252506165488,13708800,0.09015660248696804,0.10133680120110512,0.08927038601947158,0.0925635764771545,-0.0032931904576829207,-0.004088526614837809,48.19182472338415,0.09015660248696804,0.09958499271743045,0.08072821225650563,0.0004281653967378868,-15.23545706371191,0.08863624930381775
1981-03-05,0.08863624930381775,0.08906442071105924,0.08863624930381775,0.08906442071105924,5376000,0.0896855790168047,0.10107988521456718,0.08917282652475561,0.09227266335320364,-0.003099836828448027,-0.003890788657559852,48.7806280573949,0.0896855790168047,0.09836357843973982,0.08100757959386957,0.0004281714072414955,-60.7843137254902,0.08777986466884613
1981-03-06,0.08777986466884613,0.08863620130254457,0.08777986466884613,0.08863620130254457,11603200,0.08917173631489277,0.10072019279003143,0.08895852470076954,0.09193986345065863,-0.0029813387498890953,-0.003708898676025701,50.632768928997294,0.08917173631489277,0.0969310978247332,0.08141237480505233,0.0008563366336984402,115.83333333333331,0.08092917501926422
